target,反应类型,条件,truetarget,CorAns,Position,congruency,AffValue,flankerPic,targetPic,corAnsF,corAnsA,RestPic,returnPractice.thisRepN,returnPractice.thisTrialN,returnPractice.thisN,returnPractice.thisIndex,pracNum.thisRepN,pracNum.thisTrialN,pracNum.thisN,pracNum.thisIndex,NumBlock1.thisRepN,NumBlock1.thisTrialN,NumBlock1.thisN,NumBlock1.thisIndex,NumBlock2.thisRepN,NumBlock2.thisTrialN,NumBlock2.thisN,NumBlock2.thisIndex,returnPrac.thisRepN,returnPrac.thisTrialN,returnPrac.thisN,returnPrac.thisIndex,PracAff.thisRepN,PracAff.thisTrialN,PracAff.thisN,PracAff.thisIndex,AffBlocks.thisRepN,AffBlocks.thisTrialN,AffBlocks.thisN,AffBlocks.thisIndex,AffBlock1.thisRepN,AffBlock1.thisTrialN,AffBlock1.thisN,AffBlock1.thisIndex,respNum2word.keys,respNum2word.corr,respNum2word.rt,blank.started,text.started,blank.stopped,text.stopped,respFlanker.keys,respFlanker.corr,thisWord,respAffWord.keys,respAffWord.corr,respAffWord.rt,respFlanker.rt,姓名,性别,年龄（周岁）,date,expName,psychopyVersion,frameRate,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,34,34,59,,,,839.6946848999942,840.8941230000928,840.8941230000928,841.4062299000798,s,1,撒谎,l,1,0.7355355999898165,0.4812191999517381,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,35,35,49,,,,842.7431412000442,843.9425980000524,843.9425980000524,844.3688813000917,a,1,鲁莽,l,1,1.3378662000177428,0.49187919998075813,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,36,36,55,,,,846.3080371000106,847.5074147999985,847.5074147999985,848.1305907000788,a,1,堵塞,l,1,0.9246276998892426,0.6236343999626115,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,37,37,62,,,,849.8062724000774,851.0056318000425,851.0056318000425,851.4732109000906,s,1,丰满,k,1,1.3895129999145865,0.594666299992241,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,38,38,3,,,,853.5709926000563,854.7704132000217,854.7704132000217,855.24127150001,s,1,沮丧,l,1,0.9792521999916062,0.5185102999676019,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,39,39,1,,,,856.8526754000923,858.0521368000191,858.0521368000191,858.6140377999982,a,1,焦躁,l,1,1.079130299971439,0.4803883000276983,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,40,40,21,,,,860.2843132000417,861.4837263000663,861.4837263000663,861.9001489999937,s,1,闷热,l,1,1.2016200999496505,0.5910971999401227,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,41,41,35,,,,863.8165208999999,865.0152791000437,865.0319695000071,865.4776009999914,s,1,厌恶,l,1,0.7488963999785483,0.5768325000535697,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,42,42,50,,,,866.9309785000514,868.1304160000291,868.1304160000291,868.7558379999828,a,1,如愿,k,1,0.8929382999194786,0.720776499947533,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,43,43,51,,,,870.4791755999904,871.6785374000901,871.6785374000901,872.2946480000392,s,1,浪费,l,1,0.9882751000113785,1.0442313000094146,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,44,44,11,,,,874.4438612000085,875.6432428000262,875.6432428000262,876.2149839000776,s,1,落后,l,1,1.7263289000838995,0.5209437001030892,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,45,45,42,,,,878.5751107000979,879.7744928000029,879.7744928000029,880.396717100055,a,1,豪放,k,1,1.154089599964209,0.4839887999696657,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,46,46,74,,,,882.1566552000586,883.3560406999895,883.3560406999895,883.9304152000695,a,1,诚恳,k,1,0.6873583000851795,0.4967995999613777,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,47,47,23,,,,885.2217819000361,886.4211207000772,886.4211207000772,886.9858648000518,a,1,别扭,l,1,0.9044280999805778,0.815415499964729,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,48,48,7,,,,888.8365827000234,890.0359990000725,890.0359990000725,890.5983594000572,a,1,处罚,l,1,1.7445559999905527,0.640756200067699,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,49,49,79,,,,893.1012259999989,894.3005265000975,894.3005265000975,894.8661797000095,a,1,嘲笑,l,1,0.8573319999268278,0.6155037999851629,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,50,50,18,,,,896.4660917000147,897.6655461000046,897.6655461000046,898.2853504000232,a,1,正直,k,1,0.6923447001026943,0.5773252999642864,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,51,51,72,,,,899.664522600011,900.8639175000135,900.8639175000135,901.3279070000863,s,1,永恒,k,1,1.1614567000651732,0.6402867001015693,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,52,52,17,,,,903.2627173000947,904.4620923000621,904.4620923000621,904.8750922000036,a,1,失意,l,1,0.9514919000212103,0.572807400021702,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,53,53,66,,,,906.5276768000331,907.7270613000728,907.7270613000728,908.24115050002,a,1,振作,k,1,1.1322653000243008,0.5273667000001296,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,54,54,8,,,,910.0092963000061,911.208653000067,911.208653000067,911.780067200074,s,1,赞成,k,1,0.8410018000286072,0.5000750999897718,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,55,55,48,,,,913.2409708000487,914.4404226000188,914.4404226000188,914.9103902000934,s,1,秀丽,k,1,0.7787824000697583,0.5679855000926182,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,56,56,65,,,,916.3727398000192,917.5721164999995,917.5721164999995,918.0882756999927,a,1,懒惰,l,1,0.7453624999616295,0.4737930999835953,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,57,57,24,,,,919.4378868000349,920.6372794000199,920.6372794000199,921.1577753000893,s,1,雄厚,k,1,1.1432811999693513,0.49705380003433675,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,58,58,67,,,,922.902777899988,924.1022051000036,924.1022051000036,924.7206539000617,s,1,消沉,l,1,0.8430515999207273,0.48436270002275705,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,59,59,45,,,,926.167836699984,927.3672458000947,927.3672458000947,927.9406563000521,s,1,轻率,l,1,1.2886225000256673,0.7735585999907926,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,60,60,27,,,,930.1158761000261,931.3152422000421,931.3152422000421,931.842208600021,s,1,伤心,l,1,0.7508717000018805,0.56339480006136,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,61,61,68,,,,933.2642179999966,934.4636177000357,934.4636177000357,935.0285790000344,a,1,顽强,k,1,1.7069253999507055,0.7086698000784963,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,62,62,61,,,,937.5620870999992,938.7615034000482,938.7615034000482,939.2317292999942,s,1,逃避,l,1,0.9590679000830278,0.7905936000170186,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,63,63,9,,,,941.1102863000706,942.3097267000703,942.3097267000703,942.7734744000481,a,1,慌忙,l,1,1.6707488000392914,0.5470748000079766,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,64,64,34,,,,945.1082535000751,946.30769590009,946.30769590009,946.7318789000856,a,1,精致,k,1,1.2737207999452949,0.5665325000882149,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,65,65,5,,,,948.689784700051,949.889177300036,949.889177300036,950.4074200000614,s,1,怀疑,l,1,0.8066114999819547,0.828925900044851,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,66,66,31,,,,952.1547139000613,953.3541215000441,953.3541215000441,953.8709091000492,a,1,冷笑,l,1,1.0924886000575498,0.6363312000175938,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,67,67,26,,,,955.7196234000148,956.9190223000478,956.9190223000478,957.3809685000451,a,1,畅销,k,1,0.7765718000009656,0.4734433999983594,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,68,68,16,,,,958.7513983000536,959.950800199993,959.950800199993,960.3904845000943,s,1,热切,k,1,0.7133263999130577,0.5237760000163689,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,69,69,44,,,,961.7332563000964,962.9327552000759,962.9327552000759,963.3995269000297,a,1,充裕,k,1,0.7598165000090376,0.7634565000189468,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,70,70,14,,,,965.0316394000547,966.2309958999977,966.2309958999977,966.6414701000322,s,1,富丽,k,1,1.0490135001018643,0.6991415000520647,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,71,71,10,,,,968.5131804000121,969.7125530000776,969.7125530000776,970.279069500044,a,1,有利,k,1,0.883214500034228,0.4677396999904886,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,72,72,12,,,,971.7615410999861,972.9609476000769,972.9609476000769,973.4316231000703,a,1,羡慕,k,1,0.7576351000461727,0.9271123000653461,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,73,73,47,,,,975.226446100045,976.4258798999945,976.4258798999945,976.9057768000057,a,1,缺乏,l,1,1.1275992000009865,0.6620697000762448,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,74,74,38,,,,978.8079962000484,980.0073712000158,980.0073712000158,980.5768862999976,s,1,前进,k,1,1.150711299967952,0.6047750000143424,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,75,75,78,,,,982.4561527000042,983.6555686000502,983.6555686000502,984.2218861000147,s,1,圣洁,k,1,0.7664211000083014,0.6293190000578761,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,76,76,71,,,,985.7211363000097,986.9205885999836,986.9205885999836,987.4378179000923,a,1,假冒,l,1,1.4955526000121608,0.6059294000733644,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,77,77,60,,,,989.6525282000657,990.851942300098,990.851942300098,991.2730083999922,a,1,优雅,k,1,1.2215906999772415,0.6781999000813812,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,78,78,41,,,,993.284025000059,994.4834765000269,994.4834765000269,994.9571768000023,a,1,胡涂,l,1,1.8595572999911383,0.49257509992457926,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,79,79,32,,,,997.4152900000336,998.6146623000968,998.6146623000968,999.0377792000072,s,1,典雅,k,1,0.74174009996932,0.5556579999392852,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,,,,,,,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,12,,,,1011.299233000027,1012.4910101999994,1012.5076898999978,1013.0138613000745,a,1,诚恳,k,1,0.6880229000234976,0.7228621999965981,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,43,,,,1014.5400077000959,1015.7394295000704,1015.7394295000704,1016.206861600047,s,1,堵塞,l,1,0.7227949000662193,0.49253659998066723,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,2,2,66,,,,1017.5384872000432,1018.7378846000647,1018.7378846000647,1019.3511969000101,a,1,羡慕,k,1,0.6537828000728041,0.5049047999782488,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,3,3,42,,,,1020.6369649000699,1021.8363479999825,1021.8363479999825,1022.2510627000593,a,1,珍藏,k,1,0.7965439000399783,0.47788759996183217,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,4,4,44,,,,1023.6354299000232,1024.8348180000903,1024.8348180000903,1025.3012065000366,a,1,秀丽,k,1,0.9447559000691399,0.7574229999445379,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,5,5,59,,,,1027.117057400057,1028.3164187000366,1028.3164187000366,1028.8931088000536,s,1,烦恼,l,1,1.190670800046064,0.47172359994146973,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,6,6,6,,,,1030.6652128000278,1031.8646082000341,1031.8646082000341,1032.4803484000731,s,1,豪放,k,1,1.0171795999631286,0.8656756000127643,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,7,7,2,,,,1034.496628700057,1035.6960117000854,1035.6960117000854,1036.1633185000392,a,1,鲜艳,k,1,0.7414222999941558,0.5040175999747589,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,8,8,4,,,,1037.5284626000794,1038.7278058000375,1038.7278058000375,1039.1936823000433,a,1,留恋,k,1,1.1734476001001894,0.7198511000024155,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,9,9,55,,,,1041.2099149000132,1042.4093311000615,1042.4093311000615,1042.8740232000127,a,1,沮丧,l,1,0.8188046999275684,0.6875017000129446,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,10,10,16,,,,1044.5082356000785,1045.7076689000241,1045.7076689000241,1046.1751162,s,1,享受,k,1,1.1359286000952125,0.5651326000224799,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,11,11,50,,,,1048.0064529000083,1049.2059266000288,1049.2059266000288,1049.8191775000887,a,1,赞成,k,1,0.8732037999434397,0.516384799964726,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,12,12,54,,,,1051.3381661000894,1052.537566300016,1052.537566300016,1052.9532965000253,s,1,雄厚,k,1,0.8182622999884188,0.6006476000184193,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,13,13,41,,,,1054.5032346000662,1055.7026275000535,1055.7026275000535,1056.1240280000493,a,1,逃避,l,1,1.0003065000055358,0.5315723000094295,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,14,14,62,,,,1057.7849195000017,1058.9843230000697,1058.9843230000697,1059.3938965999987,s,1,永恒,k,1,0.9430056000128388,0.729590900009498,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,15,15,8,,,,1061.1832108000526,1062.3825649000937,1062.3825649000937,1062.797483600094,s,1,奉献,k,1,0.8940601999638602,0.6120388000272214,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,16,16,46,,,,1064.4315924000693,1065.6309390000533,1065.6309390000533,1066.2000977999996,s,1,热切,k,1,0.8123067999258637,0.6854819000000134,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,17,17,57,,,,1067.813167800079,1069.0125991000095,1069.0125991000095,1069.4802354000276,a,1,焦躁,l,1,0.8669040999375284,0.4757521999999881,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,18,18,18,,,,1070.944935400039,1072.144347900059,1072.144347900059,1072.7094515000936,a,1,振作,k,1,0.7628265999956056,0.4844571000430733,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,19,19,36,,,,1074.0767052000156,1075.2761288000038,1075.2761288000038,1075.744011700037,a,1,典雅,k,1,0.8168306000297889,0.7477849000133574,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,20,20,31,,,,1077.4250328000635,1078.624424800044,1078.624424800044,1079.0980667000404,a,1,落后,l,1,0.8090989999473095,0.8239687999011949,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,21,21,52,,,,1080.8399802000495,1082.0393860000186,1082.0393860000186,1082.617058700067,a,1,畅销,k,1,1.5684925999958068,0.6843332999851555,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
