target,反应类型,条件,truetarget,CorAns,Position,congruency,AffValue,flankerPic,targetPic,corAnsF,corAnsA,RestPic,returnPractice.thisRepN,returnPractice.thisTrialN,returnPractice.thisN,returnPractice.thisIndex,pracNum.thisRepN,pracNum.thisTrialN,pracNum.thisN,pracNum.thisIndex,NumBlock1.thisRepN,NumBlock1.thisTrialN,NumBlock1.thisN,NumBlock1.thisIndex,NumBlock2.thisRepN,NumBlock2.thisTrialN,NumBlock2.thisN,NumBlock2.thisIndex,returnPrac.thisRepN,returnPrac.thisTrialN,returnPrac.thisN,returnPrac.thisIndex,PracAff.thisRepN,PracAff.thisTrialN,PracAff.thisN,PracAff.thisIndex,AffBlocks.thisRepN,AffBlocks.thisTrialN,AffBlocks.thisN,AffBlocks.thisIndex,AffBlock1.thisRepN,AffBlock1.thisTrialN,AffBlock1.thisN,AffBlock1.thisIndex,respNum2word.keys,respNum2word.corr,respNum2word.rt,text.started,text.stopped,blank.started,blank.stopped,respFlanker.keys,respFlanker.corr,thisWord,respAffWord.keys,respAffWord.corr,respAffWord.rt,respFlanker.rt,姓名,性别,年龄（周岁）,date,expName,psychopyVersion,frameRate
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,13,13,15,,,,827.0483618,None,825.8651076,827.0650003,a,1,撒谎,l,1,0.5184924,0.60262,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,14,14,38,,,,830.0150607,None,828.8316501,830.0317811,s,1,优雅,k,1,0.4691113,0.6925538,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,15,15,12,,,,833.1153395,None,831.931609,833.1318521,a,1,顽强,k,1,0.5822808,1.0649922,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,16,16,36,,,,836.715074,None,835.5317055,836.7318521,a,1,圣洁,k,1,0.5287594,0.6547822,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,17,17,8,,,,839.8486719,None,838.6648642,839.8653138,s,1,吉祥,k,1,0.3884694,0.5541838,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,18,18,31,,,,842.7485262,None,841.5649426,842.7650853,a,1,沮丧,l,1,0.6036438,0.7853535,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,19,19,33,,,,846.1816655,None,844.9982581,846.198307,a,1,孤单,l,1,0.4858932,0.5112904,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,20,20,35,,,,849.2315998,None,848.0483895,849.2482769,s,1,怀疑,k,0,0.3758754,0.7704854,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,21,21,46,,,,852.4481841,None,851.2649793,852.4649116,s,1,精致,k,1,0.5309195,0.9105145,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,22,22,41,,,,855.7481186,None,854.5650508,855.7651203,a,1,冷笑,l,1,0.5684443,0.5266874,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,23,23,58,,,,858.8315171,None,857.6482345,858.8482736,a,1,富丽,k,1,0.6769066,0.5162796,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,24,24,44,,,,862.0986066,None,860.9148562,862.1152105,a,1,廉洁,k,1,0.8176807,0.5986272,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,25,25,13,,,,865.4816809,None,864.2985604,865.4983931,s,1,消沉,l,1,0.5779247,0.601243,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,26,26,43,,,,868.5647992,None,867.381494,868.581653,s,1,杂乱,l,1,0.5439987,0.6571315,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,27,27,79,,,,871.8316564,None,870.6480876,871.8483922,a,1,假冒,l,1,0.4933718,0.5608919,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,28,28,1,,,,874.8482227,None,873.6650133,874.864748,a,1,逃避,l,1,0.5122678,0.4177307,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,29,29,21,,,,877.6813811,None,876.4981558,877.6983506,s,1,失意,l,1,0.4796619,0.5236782,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,30,30,59,,,,880.531667,None,879.3482676,880.5483938,s,1,鲁莽,l,1,1.0383908,0.5529773,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,31,31,48,,,,884.1481949,None,882.9649067,884.1647813,s,1,清秀,k,1,0.557947,0.4935137,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,32,32,3,,,,887.098343,None,885.9149253,887.1148893,s,1,自卑,l,1,0.5301065,0.4808258,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,33,33,22,,,,890.0316606,None,888.8481515,890.0481519,s,1,俊秀,l,0,0.7330705,0.7530547,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,34,34,0,,,,893.3647655,None,892.1816231,893.381511,s,1,赞成,k,1,0.5662678,0.5575075,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,35,35,34,,,,896.314899,None,895.131619,896.3316282,a,1,振作,k,1,0.6508609,0.4285312,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,36,36,25,,,,899.3981209,None,898.2148224,899.4149038,a,1,悲观,l,1,0.652234,0.4893856,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,37,37,54,,,,902.4483444,None,901.2651983,902.464766,s,1,鲜艳,k,1,0.5184552,0.7048141,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,38,38,32,,,,905.7314876,None,904.5481448,905.7481118,s,1,享受,k,1,0.5649792,0.6843075,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,39,39,53,,,,908.9815696,None,907.7984593,908.9983306,s,1,罚款,l,1,0.5215215,0.7490412,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,40,40,42,,,,912.1644087,None,910.981584,912.1813057,a,1,诚恳,k,1,0.7112129,0.5693058,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,41,41,10,,,,915.2981805,None,914.1149463,915.3148976,a,1,有利,k,1,0.9373807,0.561212,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,42,42,50,,,,918.6982432,None,917.5148143,918.7147787,a,1,旺盛,k,1,0.5930051,0.3809556,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,43,43,18,,,,921.5817807,None,920.3979381,921.5984651,a,1,瑰丽,k,1,0.4988578,0.3348137,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,44,44,51,,,,924.314824,None,923.1314722,924.3314727,s,1,穷苦,l,1,0.5521572,0.6174594,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,45,45,74,,,,927.4480923,None,926.2649042,927.464817,a,1,爽朗,k,1,0.635981,0.3976102,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,46,46,27,,,,930.4983369,None,929.3148534,930.5148716,s,1,黑暗,l,1,0.6819995,0.4944687,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,47,47,64,,,,933.6314241,None,932.4480226,933.6481407,s,1,卓越,k,1,0.5978454,0.4087505,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,48,48,68,,,,936.4650078,None,935.2815591,936.4818816,a,1,留恋,k,1,0.574979,0.6342415,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,49,49,30,,,,939.6643276,None,938.4812971,939.6808285,s,1,秀丽,k,1,0.4974914,0.6026005,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,50,50,61,,,,942.7975646,None,941.6146151,942.8142575,s,1,心慌,l,1,0.7441162,0.6401746,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,51,51,70,,,,946.1309078,None,944.9481449,946.1481608,s,1,雄厚,k,1,0.6887798,0.559064,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,52,52,26,,,,949.3309789,None,948.148381,949.3482251,a,1,前进,k,1,0.5517404,0.5408847,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,53,53,19,,,,952.3979415,None,951.2147013,952.4148551,s,1,丢失,l,1,0.5130554,0.5951611,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,54,54,62,,,,955.4149364,None,954.2314516,955.4308858,s,1,富足,k,1,0.8165575,0.8530106,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,55,55,67,,,,959.1481702,None,957.9647764,959.1647161,s,1,排斥,l,1,0.6318148,0.8154067,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,56,56,14,,,,962.4315253,None,961.247883,962.4481939,s,1,丰满,k,1,0.4428916,0.5580942,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,57,57,72,,,,965.2813995,None,964.097842,965.2981743,s,1,如愿,k,1,0.5040324,0.6000133,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,58,58,69,,,,968.2148518,None,967.0313768,968.2315055,s,1,烦恼,l,1,0.8170231,0.5517607,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,59,59,75,,,,971.5647271,None,970.38146,971.5809237,s,1,堵塞,l,1,1.0681496,1.2659779,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,60,60,77,,,,975.7813927,None,974.5981542,975.7983713,s,1,损害,l,1,0.5160525,0.5043862,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,61,61,78,,,,978.7479186,None,977.5648301,978.7646193,s,1,公平,k,1,0.6541946,0.5308709,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,62,62,6,,,,981.8641239,None,980.680791,981.8807306,s,1,珍藏,k,1,0.545471,0.5669314,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,63,63,11,,,,984.9648566,None,983.7814824,984.9814899,s,1,缺乏,l,1,1.0905785,0.5171937,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,64,64,52,,,,988.5147497,None,987.3314489,988.5313816,a,1,畅销,k,1,0.5363907,0.5202136,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,65,65,76,,,,991.5147949,None,990.3307334,991.5307705,a,1,羡慕,k,1,0.4707685,0.5301698,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,66,66,63,,,,994.3480784,None,993.1644869,994.3646013,a,1,浪费,l,1,0.7871954,0.4309065,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,67,67,71,,,,997.4978713,None,996.3146609,997.5147966,a,1,禁止,l,1,0.8787024,0.4315923,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,68,68,49,,,,1000.81482,None,999.6313996,1000.83071,a,1,轻率,l,1,0.6414318,0.3694932,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,69,69,60,,,,1003.864617,None,1002.681171,1003.881418,a,1,生动,k,1,0.5299279,0.4714897,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,70,70,40,,,,1006.764726,None,1005.581351,1006.781324,a,0,敬佩,k,1,1.9316553,0.5796157,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,71,71,66,,,,1011.24804,None,1010.064695,1011.2647,a,1,舒畅,k,1,0.7280735,0.6814117,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,72,72,24,,,,1014.497996,None,1013.314814,1014.514842,s,1,热切,k,1,0.8965388,0.8578068,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,73,73,4,,,,1018.23138,None,1017.047979,1018.247968,a,1,永恒,k,1,0.5764051,0.5568805,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,74,74,56,,,,1021.298041,None,1020.114691,1021.314647,s,1,正直,k,1,0.457781,0.7127478,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,75,75,65,,,,1024.348058,None,1023.16459,1024.364712,a,1,争吵,l,1,0.6462514,0.5012617,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,76,76,37,,,,1027.381655,None,1026.198024,1027.398226,s,1,胡涂,l,1,0.6324268,0.7331139,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,77,77,2,,,,1030.748087,None,1029.564787,1030.764602,a,1,豪放,k,1,1.126437,0.6377121,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,78,78,57,,,,1034.498078,None,1033.31476,1034.514476,a,1,慌忙,l,1,0.6500991,0.5124488,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,79,79,5,,,,1037.598084,None,1036.414625,1037.614552,s,1,落后,l,1,0.5204481,0.5947644,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,,,,,,,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,18,,,,1051.547701,None,1050.348732,1051.547701,a,1,有利,k,1,0.7191313,0.692023,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,1,1,24,,,,1054.914549,None,1053.730987,1054.931322,s,1,留恋,k,1,0.3851375,0.4452852,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,2,2,34,,,,1057.697996,None,1056.51468,1057.71474,a,1,圣洁,k,1,0.8157068,0.4316538,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,3,3,41,,,,1060.99786,None,1059.81461,1061.014654,a,1,损害,l,1,0.5901401,0.3884425,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,4,4,15,,,,1063.864671,None,1062.681305,1063.881378,a,1,懒惰,k,0,0.4770345,0.8317637,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,5,5,17,,,,1067.181387,None,1065.99794,1067.197771,a,1,悲观,l,1,0.6664373,0.3909308,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,6,6,69,,,,1070.231301,None,1069.047867,1070.247988,s,1,闷热,l,1,0.5450096,0.8064704,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,7,7,12,,,,1073.514655,None,1072.331344,1073.53123,a,1,羡慕,k,1,0.5901651,0.8526577,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,8,8,23,,,,1076.848074,None,1075.664627,1076.864731,a,1,杂乱,l,1,0.5839674,0.5647996,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,9,9,77,,,,1079.914591,None,1078.731345,1079.931312,s,1,假冒,l,1,0.6411254,0.6668713,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,10,10,37,,,,1083.114538,None,1081.931223,1083.131248,s,1,处罚,l,1,0.5962914,0.7239179,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,11,11,28,,,,1086.314561,None,1085.131217,1086.331231,a,1,丰满,k,1,0.9275312,0.8227452,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
